iter,eval_time,sf,qid,itype,prob,incremental,use_duckdb,is_scalar,prune,num_threads,distinct,batch,post_time,gen_time,prep_time,compile_time,prune_time
2,130.039,1.0,3,DELETE,0.01,True,,,False,-1,1,1,0,0.0,1508.729,0,0.0
2,21.815,1.0,10,DELETE,0.001,True,,,False,-1,1,1,0,0.0,512.327,0,0.0
2,62611.178,1.0,5,DELETE,0.4,True,,,False,-1,1,1,0,0.0,6272.479999999996,0,0.0
2,4361.242,1.0,9,DELETE,0.01,True,,,False,-1,1,1,0,0.0,33902.072,0,0.0
2,2043.434,1.0,7,DELETE,0.05,True,,,False,-1,1,1,0,0.0,4155.3369999999995,0,0.0
2,2.048,1.0,1,DELETE,0.005,True,,,False,-1,1,1,0,0.0,719.244,0,0.0
2,36592.395,1.0,9,DELETE,0.1,True,,,False,-1,1,1,0,0.0,33977.287000000004,0,0.0
2,141.45,1.0,1,DELETE,0.2,True,,,False,-1,1,1,0,0.0,735.825,0,0.0
2,11.052,1.0,1,DELETE,0.02,True,,,False,-1,1,1,0,0.0,732.018,0,0.0
2,96.72,1.0,10,DELETE,0.1,True,,,False,-1,1,1,0,0.0,515.365,0,0.0
2,23.009,1.0,10,DELETE,0.002,True,,,False,-1,1,1,0,0.0,512.591,0,0.0
2,47238.737,1.0,5,DELETE,0.3,True,,,False,-1,1,1,0,0.0,6286.570999999996,0,0.0
2,195.021,1.0,10,DELETE,0.3,True,,,False,-1,1,1,0,0.0,514.787,0,0.0
2,278.025,1.0,1,DELETE,0.4,True,,,False,-1,1,1,0,0.0,721.952,0,0.0
2,513.301,1.0,5,DELETE,0.002,True,,,False,-1,1,1,0,0.0,6321.035,0,0.0
2,76841.437,1.0,5,DELETE,0.5,True,,,False,-1,1,1,0,0.0,6286.178999999989,0,0.0
2,69145.822,1.0,9,DELETE,0.2,True,,,False,-1,1,1,0,0.0,33740.322,0,0.0
2,708.527,1.0,3,DELETE,0.4,True,,,False,-1,1,1,0,0.0,1520.004,0,0.0
2,25.997,1.0,10,DELETE,0.005,True,,,False,-1,1,1,0,0.0,513.109,0,0.0
2,4.495,1.0,1,DELETE,0.01,True,,,False,-1,1,1,0,0.0,721.984,0,0.0
2,826.324,1.0,3,DELETE,0.5,True,,,False,-1,1,1,0,0.0,1500.2599999999998,0,0.0
2,3797.438,1.0,7,DELETE,0.1,True,,,False,-1,1,1,0,0.0,4125.338,0,0.0
2,24.057,1.0,12,DELETE,0.002,True,,,False,-1,1,1,0,0.0,507.664,0,0.0
2,557.464,1.0,7,DELETE,0.01,True,,,False,-1,1,1,0,0.0,4158.936,0,0.0
2,73.507,1.0,12,DELETE,0.1,True,,,False,-1,1,1,0,0.0,508.325,0,0.0
2,11514.674,1.0,7,DELETE,0.4,True,,,False,-1,1,1,0,0.0,4141.566999999999,0,0.0
2,9163.739,1.0,7,DELETE,0.3,True,,,False,-1,1,1,0,0.0,4106.527,0,0.0
2,148.631,1.0,10,DELETE,0.2,True,,,False,-1,1,1,0,0.0,512.5830000000001,0,0.0
2,101.818,1.0,12,DELETE,0.2,True,,,False,-1,1,1,0,0.0,514.128,0,0.0
2,114.931,1.0,3,DELETE,0.005,True,,,False,-1,1,1,0,0.0,1521.0639999999999,0,0.0
2,123890.423,1.0,9,DELETE,0.4,True,,,False,-1,1,1,0,0.0,33942.814,0,0.0
2,13322.731,1.0,7,DELETE,0.5,True,,,False,-1,1,1,0,0.0,4117.9619999999995,0,0.0
2,37.532,1.0,12,DELETE,0.02,True,,,False,-1,1,1,0,0.0,510.681,0,0.0
2,154.595,1.0,12,DELETE,0.4,True,,,False,-1,1,1,0,0.0,508.44399999999996,0,0.0
2,956.662,1.0,7,DELETE,0.02,True,,,False,-1,1,1,0,0.0,4144.605,0,0.0
2,235.417,1.0,10,DELETE,0.4,True,,,False,-1,1,1,0,0.0,510.321,0,0.0
2,807.149,1.0,9,DELETE,0.001,True,,,False,-1,1,1,0,0.0,33624.712,0,0.0
2,0.825,1.0,1,DELETE,0.002,True,,,False,-1,1,1,0,0.0,741.1139999999999,0,0.0
2,3538.813,1.0,5,DELETE,0.02,True,,,False,-1,1,1,0,0.0,6287.561,0,0.0
2,35.772,1.0,1,DELETE,0.05,True,,,False,-1,1,1,0,0.0,730.495,0,0.0
2,19102.965,1.0,9,DELETE,0.05,True,,,False,-1,1,1,0,0.0,33901.026,0,0.0
2,1209.029,1.0,9,DELETE,0.002,True,,,False,-1,1,1,0,0.0,34009.293,0,0.0
2,366.378,1.0,1,DELETE,0.5,True,,,False,-1,1,1,0,0.0,741.3620000000001,0,0.0
2,101.191,1.0,3,DELETE,0.001,True,,,False,-1,1,1,0,0.0,1505.579,0,0.0
2,23.332,1.0,12,DELETE,0.001,True,,,False,-1,1,1,0,0.0,511.125,0,0.0
2,312.536,1.0,5,DELETE,0.001,True,,,False,-1,1,1,0,0.0,6289.558,0,0.0
2,31632.277,1.0,5,DELETE,0.2,True,,,False,-1,1,1,0,0.0,6323.674999999999,0,0.0
2,225.048,1.0,3,DELETE,0.05,True,,,False,-1,1,1,0,0.0,1505.172,0,0.0
2,16138.98,1.0,5,DELETE,0.1,True,,,False,-1,1,1,0,0.0,6288.889999999999,0,0.0
2,474.136,1.0,3,DELETE,0.2,True,,,False,-1,1,1,0,0.0,1495.756,0,0.0
2,198.552,1.0,7,DELETE,0.002,True,,,False,-1,1,1,0,0.0,4134.837,0,0.0
2,157.831,1.0,3,DELETE,0.02,True,,,False,-1,1,1,0,0.0,1499.981,0,0.0
2,273.156,1.0,10,DELETE,0.5,True,,,False,-1,1,1,0,0.0,510.272,0,0.0
2,344.211,1.0,7,DELETE,0.005,True,,,False,-1,1,1,0,0.0,4167.949,0,0.0
2,8154.722,1.0,9,DELETE,0.02,True,,,False,-1,1,1,0,0.0,33693.489,0,0.0
2,148.573,1.0,7,DELETE,0.001,True,,,False,-1,1,1,0,0.0,4154.432,0,0.0
2,53.707,1.0,12,DELETE,0.05,True,,,False,-1,1,1,0,0.0,508.53700000000003,0,0.0
2,69.38,1.0,1,DELETE,0.1,True,,,False,-1,1,1,0,0.0,719.703,0,0.0
2,98040.029,1.0,9,DELETE,0.3,True,,,False,-1,1,1,0,0.0,33646.346999999994,0,0.0
2,26.801,1.0,12,DELETE,0.005,True,,,False,-1,1,1,0,0.0,516.467,0,0.0
2,8344.455,1.0,5,DELETE,0.05,True,,,False,-1,1,1,0,0.0,6306.402,0,0.0
2,64.629,1.0,10,DELETE,0.05,True,,,False,-1,1,1,0,0.0,511.91499999999996,0,0.0
2,6775.245,1.0,7,DELETE,0.2,True,,,False,-1,1,1,0,0.0,4109.491000000001,0,0.0
2,127.013,1.0,12,DELETE,0.3,True,,,False,-1,1,1,0,0.0,507.94999999999993,0,0.0
2,1864.42,1.0,5,DELETE,0.01,True,,,False,-1,1,1,0,0.0,6291.906,0,0.0
2,105.63,1.0,3,DELETE,0.002,True,,,False,-1,1,1,0,0.0,1525.2399999999998,0,0.0
2,317.367,1.0,3,DELETE,0.1,True,,,False,-1,1,1,0,0.0,1502.531,0,0.0
2,0.283,1.0,1,DELETE,0.001,True,,,False,-1,1,1,0,0.0,744.222,0,0.0
2,181.303,1.0,12,DELETE,0.5,True,,,False,-1,1,1,0,0.0,508.38199999999995,0,0.0
2,31.435,1.0,10,DELETE,0.01,True,,,False,-1,1,1,0,0.0,514.1170000000001,0,0.0
2,30.851,1.0,12,DELETE,0.01,True,,,False,-1,1,1,0,0.0,513.485,0,0.0
2,41.023,1.0,10,DELETE,0.02,True,,,False,-1,1,1,0,0.0,508.702,0,0.0
2,208.45,1.0,1,DELETE,0.3,True,,,False,-1,1,1,0,0.0,720.512,0,0.0
2,2421.239,1.0,9,DELETE,0.005,True,,,False,-1,1,1,0,0.0,33758.328,0,0.0
2,994.355,1.0,5,DELETE,0.005,True,,,False,-1,1,1,0,0.0,6306.022999999999,0,0.0
2,144461.109,1.0,9,DELETE,0.5,True,,,False,-1,1,1,0,0.0,33815.524000000005,0,0.0
2,600.054,1.0,3,DELETE,0.3,True,,,False,-1,1,1,0,0.0,1509.4789999999998,0,0.0
1,130.008,1.0,3,DELETE,0.01,True,,,False,-1,1,1,0,0.0,1500.316,0,0.0
1,21.809,1.0,10,DELETE,0.001,True,,,False,-1,1,1,0,0.0,513.57,0,0.0
1,61883.76,1.0,5,DELETE,0.4,True,,,False,-1,1,1,0,0.0,6342.863999999994,0,0.0
1,4362.642,1.0,9,DELETE,0.01,True,,,False,-1,1,1,0,0.0,33694.423,0,0.0
1,2042.87,1.0,7,DELETE,0.05,True,,,False,-1,1,1,0,0.0,4104.478,0,0.0
1,2.065,1.0,1,DELETE,0.005,True,,,False,-1,1,1,0,0.0,712.949,0,0.0
1,36566.149,1.0,9,DELETE,0.1,True,,,False,-1,1,1,0,0.0,33726.575000000004,0,0.0
1,142.747,1.0,1,DELETE,0.2,True,,,False,-1,1,1,0,0.0,734.3340000000001,0,0.0
1,10.535,1.0,1,DELETE,0.02,True,,,False,-1,1,1,0,0.0,717.996,0,0.0
1,96.194,1.0,10,DELETE,0.1,True,,,False,-1,1,1,0,0.0,511.86099999999993,0,0.0
1,23.052,1.0,10,DELETE,0.002,True,,,False,-1,1,1,0,0.0,515.191,0,0.0
1,47961.435,1.0,5,DELETE,0.3,True,,,False,-1,1,1,0,0.0,6284.365000000005,0,0.0
1,198.175,1.0,10,DELETE,0.3,True,,,False,-1,1,1,0,0.0,517.375,0,0.0
1,277.766,1.0,1,DELETE,0.4,True,,,False,-1,1,1,0,0.0,714.4659999999999,0,0.0
1,480.968,1.0,5,DELETE,0.002,True,,,False,-1,1,1,0,0.0,6272.805,0,0.0
1,77832.45,1.0,5,DELETE,0.5,True,,,False,-1,1,1,0,0.0,6306.498999999996,0,0.0
1,69266.271,1.0,9,DELETE,0.2,True,,,False,-1,1,1,0,0.0,33659.762,0,0.0
1,723.918,1.0,3,DELETE,0.4,True,,,False,-1,1,1,0,0.0,1505.5819999999999,0,0.0
1,25.976,1.0,10,DELETE,0.005,True,,,False,-1,1,1,0,0.0,512.264,0,0.0
1,4.531,1.0,1,DELETE,0.01,True,,,False,-1,1,1,0,0.0,713.9350000000001,0,0.0
1,793.429,1.0,3,DELETE,0.5,True,,,False,-1,1,1,0,0.0,1506.196,0,0.0
1,3714.126,1.0,7,DELETE,0.1,True,,,False,-1,1,1,0,0.0,4120.79,0,0.0
1,24.098,1.0,12,DELETE,0.002,True,,,False,-1,1,1,0,0.0,510.80799999999994,0,0.0
1,571.043,1.0,7,DELETE,0.01,True,,,False,-1,1,1,0,0.0,4133.3330000000005,0,0.0
1,74.156,1.0,12,DELETE,0.1,True,,,False,-1,1,1,0,0.0,511.61100000000005,0,0.0
1,11788.858,1.0,7,DELETE,0.4,True,,,False,-1,1,1,0,0.0,4109.103999999999,0,0.0
1,9353.939,1.0,7,DELETE,0.3,True,,,False,-1,1,1,0,0.0,4188.156999999999,0,0.0
1,148.193,1.0,10,DELETE,0.2,True,,,False,-1,1,1,0,0.0,510.423,0,0.0
1,100.902,1.0,12,DELETE,0.2,True,,,False,-1,1,1,0,0.0,509.263,0,0.0
1,114.289,1.0,3,DELETE,0.005,True,,,False,-1,1,1,0,0.0,1493.84,0,0.0
1,123403.199,1.0,9,DELETE,0.4,True,,,False,-1,1,1,0,0.0,33819.447000000015,0,0.0
1,13396.722,1.0,7,DELETE,0.5,True,,,False,-1,1,1,0,0.0,4096.665999999999,0,0.0
1,37.013,1.0,12,DELETE,0.02,True,,,False,-1,1,1,0,0.0,507.907,0,0.0
1,154.316,1.0,12,DELETE,0.4,True,,,False,-1,1,1,0,0.0,508.47299999999996,0,0.0
1,958.447,1.0,7,DELETE,0.02,True,,,False,-1,1,1,0,0.0,4131.058,0,0.0
1,238.016,1.0,10,DELETE,0.4,True,,,False,-1,1,1,0,0.0,517.452,0,0.0
1,805.116,1.0,9,DELETE,0.001,True,,,False,-1,1,1,0,0.0,33811.431,0,0.0
1,0.779,1.0,1,DELETE,0.002,True,,,False,-1,1,1,0,0.0,713.069,0,0.0
1,3587.983,1.0,5,DELETE,0.02,True,,,False,-1,1,1,0,0.0,6307.207,0,0.0
1,34.717,1.0,1,DELETE,0.05,True,,,False,-1,1,1,0,0.0,715.017,0,0.0
1,19006.996,1.0,9,DELETE,0.05,True,,,False,-1,1,1,0,0.0,33779.961,0,0.0
1,1208.208,1.0,9,DELETE,0.002,True,,,False,-1,1,1,0,0.0,33682.311,0,0.0
1,346.929,1.0,1,DELETE,0.5,True,,,False,-1,1,1,0,0.0,713.908,0,0.0
1,101.194,1.0,3,DELETE,0.001,True,,,False,-1,1,1,0,0.0,1502.192,0,0.0
1,23.227,1.0,12,DELETE,0.001,True,,,False,-1,1,1,0,0.0,506.99,0,0.0
1,309.206,1.0,5,DELETE,0.001,True,,,False,-1,1,1,0,0.0,6274.522,0,0.0
1,31972.756,1.0,5,DELETE,0.2,True,,,False,-1,1,1,0,0.0,6304.129000000001,0,0.0
1,224.448,1.0,3,DELETE,0.05,True,,,False,-1,1,1,0,0.0,1513.1619999999998,0,0.0
1,16349.458,1.0,5,DELETE,0.1,True,,,False,-1,1,1,0,0.0,6349.463999999998,0,0.0
1,475.116,1.0,3,DELETE,0.2,True,,,False,-1,1,1,0,0.0,1493.8220000000001,0,0.0
1,198.319,1.0,7,DELETE,0.002,True,,,False,-1,1,1,0,0.0,4127.143,0,0.0
1,159.394,1.0,3,DELETE,0.02,True,,,False,-1,1,1,0,0.0,1499.164,0,0.0
1,275.616,1.0,10,DELETE,0.5,True,,,False,-1,1,1,0,0.0,515.847,0,0.0
1,361.643,1.0,7,DELETE,0.005,True,,,False,-1,1,1,0,0.0,4127.441,0,0.0
1,8286.288,1.0,9,DELETE,0.02,True,,,False,-1,1,1,0,0.0,33690.12,0,0.0
1,148.79,1.0,7,DELETE,0.001,True,,,False,-1,1,1,0,0.0,4148.314,0,0.0
1,54.674,1.0,12,DELETE,0.05,True,,,False,-1,1,1,0,0.0,513.1800000000001,0,0.0
1,69.488,1.0,1,DELETE,0.1,True,,,False,-1,1,1,0,0.0,715.683,0,0.0
1,98039.168,1.0,9,DELETE,0.3,True,,,False,-1,1,1,0,0.0,33771.66199999998,0,0.0
1,26.36,1.0,12,DELETE,0.005,True,,,False,-1,1,1,0,0.0,510.41499999999996,0,0.0
1,8351.542,1.0,5,DELETE,0.05,True,,,False,-1,1,1,0,0.0,6324.859,0,0.0
1,65.894,1.0,10,DELETE,0.05,True,,,False,-1,1,1,0,0.0,517.105,0,0.0
1,6868.169,1.0,7,DELETE,0.2,True,,,False,-1,1,1,0,0.0,4135.722,0,0.0
1,126.633,1.0,12,DELETE,0.3,True,,,False,-1,1,1,0,0.0,512.848,0,0.0
1,1840.177,1.0,5,DELETE,0.01,True,,,False,-1,1,1,0,0.0,6312.237,0,0.0
1,104.636,1.0,3,DELETE,0.002,True,,,False,-1,1,1,0,0.0,1496.405,0,0.0
1,316.699,1.0,3,DELETE,0.1,True,,,False,-1,1,1,0,0.0,1495.6779999999999,0,0.0
1,0.288,1.0,1,DELETE,0.001,True,,,False,-1,1,1,0,0.0,716.256,0,0.0
1,181.663,1.0,12,DELETE,0.5,True,,,False,-1,1,1,0,0.0,509.08000000000004,0,0.0
1,31.344,1.0,10,DELETE,0.01,True,,,False,-1,1,1,0,0.0,511.96599999999995,0,0.0
1,30.276,1.0,12,DELETE,0.01,True,,,False,-1,1,1,0,0.0,510.809,0,0.0
1,41.227,1.0,10,DELETE,0.02,True,,,False,-1,1,1,0,0.0,514.99,0,0.0
1,208.158,1.0,1,DELETE,0.3,True,,,False,-1,1,1,0,0.0,720.727,0,0.0
1,2408.705,1.0,9,DELETE,0.005,True,,,False,-1,1,1,0,0.0,33551.659,0,0.0
1,992.065,1.0,5,DELETE,0.005,True,,,False,-1,1,1,0,0.0,6294.41,0,0.0
1,144276.811,1.0,9,DELETE,0.5,True,,,False,-1,1,1,0,0.0,33934.78100000002,0,0.0
1,602.554,1.0,3,DELETE,0.3,True,,,False,-1,1,1,0,0.0,1528.1390000000001,0,0.0
2,112.702,1.0,3,SCALE,0.01,True,,,False,-1,1,1,0,0.0,1490.211,0,0.0
2,19.508,1.0,10,SCALE,0.001,True,,,False,-1,1,1,0,0.0,515.596,0,0.0
2,4360.166,1.0,5,SCALE,0.4,True,,,False,-1,1,1,0,0.0,6281.097000000001,0,0.0
2,2207.389,1.0,9,SCALE,0.01,True,,,False,-1,1,1,0,0.0,33519.810999999994,0,0.0
2,1051.231,1.0,7,SCALE,0.05,True,,,False,-1,1,1,0,0.0,4098.025000000001,0,0.0
2,4.486,1.0,1,SCALE,0.005,True,,,False,-1,1,1,0,0.0,714.229,0,0.0
2,17190.995,1.0,9,SCALE,0.1,True,,,False,-1,1,1,0,0.0,33660.429000000004,0,0.0
2,283.306,1.0,1,SCALE,0.2,True,,,False,-1,1,1,0,0.0,717.1320000000001,0,0.0
2,28.402,1.0,1,SCALE,0.02,True,,,False,-1,1,1,0,0.0,712.6959999999999,0,0.0
2,102.208,1.0,10,SCALE,0.1,True,,,False,-1,1,1,0,0.0,518.234,0,0.0
2,20.576,1.0,10,SCALE,0.002,True,,,False,-1,1,1,0,0.0,510.2289999999999,0,0.0
2,3382.788,1.0,5,SCALE,0.3,True,,,False,-1,1,1,0,0.0,6322.726999999999,0,0.0
2,210.469,1.0,10,SCALE,0.3,True,,,False,-1,1,1,0,0.0,512.521,0,0.0
2,564.677,1.0,1,SCALE,0.4,True,,,False,-1,1,1,0,0.0,712.638,0,0.0
2,141.145,1.0,5,SCALE,0.002,True,,,False,-1,1,1,0,0.0,6281.128,0,0.0
2,5145.67,1.0,5,SCALE,0.5,True,,,False,-1,1,1,0,0.0,6232.280000000001,0,0.0
2,32891.96,1.0,9,SCALE,0.2,True,,,False,-1,1,1,0,0.0,33446.658,0,0.0
2,769.551,1.0,3,SCALE,0.4,True,,,False,-1,1,1,0,0.0,1489.2240000000002,0,0.0
2,24.111,1.0,10,SCALE,0.005,True,,,False,-1,1,1,0,0.0,514.34,0,0.0
2,11.027,1.0,1,SCALE,0.01,True,,,False,-1,1,1,0,0.0,713.088,0,0.0
2,881.079,1.0,3,SCALE,0.5,True,,,False,-1,1,1,0,0.0,1513.347,0,0.0
2,1958.994,1.0,7,SCALE,0.1,True,,,False,-1,1,1,0,0.0,4119.2880000000005,0,0.0
2,24.228,1.0,12,SCALE,0.002,True,,,False,-1,1,1,0,0.0,501.13399999999996,0,0.0
2,303.907,1.0,7,SCALE,0.01,True,,,False,-1,1,1,0,0.0,4095.6629999999996,0,0.0
2,80.71,1.0,12,SCALE,0.1,True,,,False,-1,1,1,0,0.0,505.339,0,0.0
2,6785.377,1.0,7,SCALE,0.4,True,,,False,-1,1,1,0,0.0,4104.084999999999,0,0.0
2,5123.028,1.0,7,SCALE,0.3,True,,,False,-1,1,1,0,0.0,4106.951999999999,0,0.0
2,160.536,1.0,10,SCALE,0.2,True,,,False,-1,1,1,0,0.0,515.424,0,0.0
2,113.149,1.0,12,SCALE,0.2,True,,,False,-1,1,1,0,0.0,500.664,0,0.0
2,95.508,1.0,3,SCALE,0.005,True,,,False,-1,1,1,0,0.0,1490.445,0,0.0
2,61625.869,1.0,9,SCALE,0.4,True,,,False,-1,1,1,0,0.0,33763.791000000005,0,0.0
2,8485.246,1.0,7,SCALE,0.5,True,,,False,-1,1,1,0,0.0,4164.416000000001,0,0.0
2,38.247,1.0,12,SCALE,0.02,True,,,False,-1,1,1,0,0.0,504.88899999999995,0,0.0
2,180.905,1.0,12,SCALE,0.4,True,,,False,-1,1,1,0,0.0,501.365,0,0.0
2,496.422,1.0,7,SCALE,0.02,True,,,False,-1,1,1,0,0.0,4081.333,0,0.0
2,263.15,1.0,10,SCALE,0.4,True,,,False,-1,1,1,0,0.0,514.731,0,0.0
2,535.995,1.0,9,SCALE,0.001,True,,,False,-1,1,1,0,0.0,33931.301,0,0.0
2,1.708,1.0,1,SCALE,0.002,True,,,False,-1,1,1,0,0.0,719.9250000000001,0,0.0
2,406.737,1.0,5,SCALE,0.02,True,,,False,-1,1,1,0,0.0,6266.024,0,0.0
2,70.901,1.0,1,SCALE,0.05,True,,,False,-1,1,1,0,0.0,714.6880000000001,0,0.0
2,9020.929,1.0,9,SCALE,0.05,True,,,False,-1,1,1,0,0.0,33627.176999999996,0,0.0
2,719.542,1.0,9,SCALE,0.002,True,,,False,-1,1,1,0,0.0,33419.633,0,0.0
2,707.431,1.0,1,SCALE,0.5,True,,,False,-1,1,1,0,0.0,721.6689999999999,0,0.0
2,83.067,1.0,3,SCALE,0.001,True,,,False,-1,1,1,0,0.0,1507.254,0,0.0
2,23.746,1.0,12,SCALE,0.001,True,,,False,-1,1,1,0,0.0,505.01599999999996,0,0.0
2,125.622,1.0,5,SCALE,0.001,True,,,False,-1,1,1,0,0.0,6264.709,0,0.0
2,2424.948,1.0,5,SCALE,0.2,True,,,False,-1,1,1,0,0.0,6254.824999999999,0,0.0
2,219.359,1.0,3,SCALE,0.05,True,,,False,-1,1,1,0,0.0,1490.924,0,0.0
2,1366.334,1.0,5,SCALE,0.1,True,,,False,-1,1,1,0,0.0,6254.396,0,0.0
2,499.998,1.0,3,SCALE,0.2,True,,,False,-1,1,1,0,0.0,1503.2549999999999,0,0.0
2,130.395,1.0,7,SCALE,0.002,True,,,False,-1,1,1,0,0.0,4088.9199999999996,0,0.0
2,142.473,1.0,3,SCALE,0.02,True,,,False,-1,1,1,0,0.0,1508.1670000000001,0,0.0
2,299.411,1.0,10,SCALE,0.5,True,,,False,-1,1,1,0,0.0,513.049,0,0.0
2,200.615,1.0,7,SCALE,0.005,True,,,False,-1,1,1,0,0.0,4109.650000000001,0,0.0
2,3983.845,1.0,9,SCALE,0.02,True,,,False,-1,1,1,0,0.0,33456.095,0,0.0
2,103.931,1.0,7,SCALE,0.001,True,,,False,-1,1,1,0,0.0,4104.442,0,0.0
2,57.145,1.0,12,SCALE,0.05,True,,,False,-1,1,1,0,0.0,507.0,0,0.0
2,143.867,1.0,1,SCALE,0.1,True,,,False,-1,1,1,0,0.0,745.0830000000001,0,0.0
2,47511.978,1.0,9,SCALE,0.3,True,,,False,-1,1,1,0,0.0,33492.36,0,0.0
2,26.443,1.0,12,SCALE,0.005,True,,,False,-1,1,1,0,0.0,499.18399999999997,0,0.0
2,785.647,1.0,5,SCALE,0.05,True,,,False,-1,1,1,0,0.0,6247.344,0,0.0
2,66.683,1.0,10,SCALE,0.05,True,,,False,-1,1,1,0,0.0,513.5070000000001,0,0.0
2,3670.238,1.0,7,SCALE,0.2,True,,,False,-1,1,1,0,0.0,4109.84,0,0.0
2,149.045,1.0,12,SCALE,0.3,True,,,False,-1,1,1,0,0.0,508.89,0,0.0
2,283.69,1.0,5,SCALE,0.01,True,,,False,-1,1,1,0,0.0,6259.05,0,0.0
2,86.064,1.0,3,SCALE,0.002,True,,,False,-1,1,1,0,0.0,1531.769,0,0.0
2,323.419,1.0,3,SCALE,0.1,True,,,False,-1,1,1,0,0.0,1490.063,0,0.0
2,0.808,1.0,1,SCALE,0.001,True,,,False,-1,1,1,0,0.0,711.784,0,0.0
2,218.907,1.0,12,SCALE,0.5,True,,,False,-1,1,1,0,0.0,503.558,0,0.0
2,29.439,1.0,10,SCALE,0.01,True,,,False,-1,1,1,0,0.0,512.099,0,0.0
2,30.968,1.0,12,SCALE,0.01,True,,,False,-1,1,1,0,0.0,503.588,0,0.0
2,40.058,1.0,10,SCALE,0.02,True,,,False,-1,1,1,0,0.0,514.1320000000001,0,0.0
2,431.487,1.0,1,SCALE,0.3,True,,,False,-1,1,1,0,0.0,723.0369999999998,0,0.0
2,1283.298,1.0,9,SCALE,0.005,True,,,False,-1,1,1,0,0.0,33542.39,0,0.0
2,197.683,1.0,5,SCALE,0.005,True,,,False,-1,1,1,0,0.0,6301.978,0,0.0
2,74796.123,1.0,9,SCALE,0.5,True,,,False,-1,1,1,0,0.0,33512.34299999999,0,0.0
2,647.908,1.0,3,SCALE,0.3,True,,,False,-1,1,1,0,0.0,1509.8200000000002,0,0.0
1,114.068,1.0,3,SCALE,0.01,True,,,False,-1,1,1,0,0.0,1502.271,0,0.0
1,19.46,1.0,10,SCALE,0.001,True,,,False,-1,1,1,0,0.0,515.879,0,0.0
1,4224.974,1.0,5,SCALE,0.4,True,,,False,-1,1,1,0,0.0,6219.164000000001,0,0.0
